,test_acc,test_teacher/acc,test_loss,test_eval,train_acc,train_teacher/acc,train_loss,train_eval,epoch,lr,resume,epochs,pre,train_batch_size,test_batch_size,student,teacher,distillation,last_layer,student_layer,teacher_layer,layer,transform,dataset,exp_name
100,78.39,93.94,0.03578148159799697,1.6209319618683826,21.494,21.682,0.002331842916965237,12.953998333962677,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",10,26,0,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
101,78.46,93.94,0.03760904493399813,1.5317668499825876,21.496,21.804,0.002411825449891922,12.999575712491788,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",23,56,1,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
102,79.68,93.94,0.036836452051242696,1.5460084348539762,21.558,21.806,0.002404301229607114,12.98401778433329,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",35,219,2,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
103,83.25,93.94,0.03460821756928027,1.1087233684485471,21.636,21.758,0.0032434782544460594,12.986555865353635,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",46,239,3,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
104,79.98,93.94,0.03365051404490501,1.5032795697827883,21.562,21.836,0.0023228108803705905,12.979203048569467,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",10,26,0,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
105,78.02,93.94,0.038910186413345454,1.5852482884745054,21.56,21.738,0.002364494882183402,12.931869009266729,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",23,56,1,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
106,79.07,93.94,0.03887694682690162,1.564240328118771,21.382,21.728,0.0024451853366821165,12.970501707033122,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",35,219,2,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
107,81.0,93.94,0.048828628762990614,1.4275532221492333,21.53,21.69,0.005247721045999728,13.016984037121238,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",46,239,3,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
108,82.13,93.94,23.355072118058988,1.3610594815845731,21.542,21.764,16.629914383754095,12.976425897739732,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",10,26,0,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
109,83.26,93.94,131.62904821468305,1.3695303858080996,21.53,21.786,43.73081898018527,13.004027320295954,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",23,56,1,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
110,80.99,93.94,48630.06771657437,1.54446386008323,21.38,21.614,243.15657002480742,13.019847584502472,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",35,219,2,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
111,16.64,93.94,31503.90382661699,13.828853184663796,14.838,21.586,25.89414896257698,13.976709719509115,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",46,239,3,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
112,78.02,93.94,0.04608493194549899,1.716596569441542,21.566,21.88,0.0057359931447431255,12.942528414909187,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",10,26,0,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
113,80.64,93.94,0.04684527991693231,1.5064309126214137,21.576,21.84,0.005231571131292969,12.966277146888206,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",23,56,1,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
114,82.71,93.94,0.03256666172248653,1.2334772499301765,21.636,21.874,0.0032103585229371974,13.017774796546878,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",35,219,2,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
115,83.03,93.94,0.04094866847124281,1.3159963258459597,21.618,22.034,0.0045384470792606355,13.003809011805698,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",46,239,3,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
116,79.56,93.94,0.03571636274551289,1.515652077861979,21.588,21.852,0.0023545393451710073,12.978346392931536,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",10,26,0,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
117,77.87,93.94,0.03907735933420024,1.802654599841637,21.264,21.642,0.002373073919964454,12.946932792663574,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",23,56,1,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
118,75.78,93.94,0.041366279408147064,1.934567898134642,21.602,21.942,0.0023404962396311106,12.957479637906983,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",35,219,2,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
119,78.27,93.94,0.038808851491046854,1.648554179487349,21.444,21.798,0.0023269903407815624,12.971091853383252,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",46,239,3,"noise,0.30000000000000004","cifar10,",noise/0.30000000000000004
120,32.0,93.94,0.14219442943606195,7.99167603480665,12.108,12.528,0.002215766665035063,22.016168150450568,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",6,26,0,"noise,0.4","cifar10,",noise/0.4
121,37.12,93.94,0.12881103016530412,5.757777129547505,12.008,12.476,0.0022422217164317247,22.01872842208199,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",15,56,1,"noise,0.4","cifar10,",noise/0.4
122,31.65,93.94,0.14318069523271126,7.877105139478853,12.16,12.522,0.0022505258422587876,22.005284853298647,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",26,219,2,"noise,0.4","cifar10,",noise/0.4
123,45.47,93.94,0.1277459326990043,4.233870011341723,12.226,12.546,0.0033978903981740287,22.038176202408188,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",55,239,3,"noise,0.4","cifar10,",noise/0.4
124,40.79,93.94,0.1225922260480591,5.772282540043698,12.204,12.514,0.0022353023585989654,22.021473462624318,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",6,26,0,"noise,0.4","cifar10,",noise/0.4
125,28.09,93.94,0.14935483585430098,9.30713320985625,12.104,12.48,0.00228701331390692,22.007004950052636,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",15,56,1,"noise,0.4","cifar10,",noise/0.4
126,34.51,93.94,0.1356214787575263,6.911335498471804,12.086,12.494,0.002374370824462255,22.050244660633606,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",26,219,2,"noise,0.4","cifar10,",noise/0.4
127,46.92,93.94,0.1440307069805604,3.9659712737119652,11.976,12.4,0.00548190831818887,22.075482975796362,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",55,239,3,"noise,0.4","cifar10,",noise/0.4
128,26.51,93.94,115.83203936226761,9.509138867824893,12.166,12.548,92.71115324991133,22.00630557262684,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",6,26,0,"noise,0.4","cifar10,",noise/0.4
129,45.98,93.94,451.70123561424543,5.484229353409779,12.198,12.6,133.82672204995703,22.01220819224482,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",15,56,1,"noise,0.4","cifar10,",noise/0.4
130,51.36,93.94,49789.19830554045,3.9601308695877653,12.158,12.516,200.76154692276666,22.074780842227398,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",26,219,2,"noise,0.4","cifar10,",noise/0.4
131,28.73,93.94,31531.424393466757,8.00459982473639,11.694,12.604,29.522176421283152,22.310871758424412,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",55,239,3,"noise,0.4","cifar10,",noise/0.4
132,19.4,93.94,0.24916268111784248,12.737275099452537,12.074,12.492,0.016750043724923183,21.937894372379077,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",6,26,0,"noise,0.4","cifar10,",noise/0.4
133,33.91,93.94,0.16527680901786948,6.884292173989212,12.198,12.586,0.009003191097827672,22.035791143431993,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",15,56,1,"noise,0.4","cifar10,",noise/0.4
134,34.64,93.94,0.1471694013740443,7.6185316918771475,12.136,12.496,0.003784088820428647,22.048909887328477,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",26,219,2,"noise,0.4","cifar10,",noise/0.4
135,42.32,93.94,0.14487862341766117,5.2021802890149855,12.146,12.634,0.005198458731269745,22.056689820935965,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",55,239,3,"noise,0.4","cifar10,",noise/0.4
136,27.75,93.94,0.14454518145398249,8.107570201535768,12.212,12.566,0.002186263414800091,22.0365961372395,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",6,26,0,"noise,0.4","cifar10,",noise/0.4
137,28.5,93.94,0.15177121362354182,8.13612459279314,12.12,12.57,0.0022431240474228816,22.01097616210313,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",15,56,1,"noise,0.4","cifar10,",noise/0.4
138,32.79,93.94,0.13475676824020433,6.700170118597489,12.06,12.47,0.0022332578000691158,22.016769355520264,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",26,219,2,"noise,0.4","cifar10,",noise/0.4
139,37.81,93.94,0.1294849328225172,5.847521643095378,12.094,12.516,0.0021762514589330575,22.065341242134114,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",55,239,3,"noise,0.4","cifar10,",noise/0.4
140,65.24,93.94,0.0698473360625249,2.923744987837876,12.274,12.46,0.001346730918455583,22.11118565434995,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",10,26,0,"noise,0.4","cifar10,",noise/0.4
141,58.22,93.94,0.08134703800270829,4.069648136066485,12.378,12.678,0.0013764233483523226,22.124429214945838,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",23,56,1,"noise,0.4","cifar10,",noise/0.4
142,61.67,93.94,0.07594425042596044,3.229390859603882,12.252,12.592,0.0013962750188539477,22.106918925214607,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",35,219,2,"noise,0.4","cifar10,",noise/0.4
143,74.38,93.94,0.05942843486613865,1.8157320701623265,12.34,12.532,0.0019618285956251843,22.10473972330313,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",46,239,3,"noise,0.4","cifar10,",noise/0.4
144,60.64,93.94,0.07428684708061098,3.6318441433242605,12.304,12.566,0.0013304582027041966,22.11088134199762,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",10,26,0,"noise,0.4","cifar10,",noise/0.4
145,63.76,93.94,0.0704466539281833,4.033513375475437,12.284,12.49,0.0013601683909990503,22.150389020095396,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",23,56,1,"noise,0.4","cifar10,",noise/0.4
146,66.08,93.94,0.0714793409916419,2.7783469761474224,12.338,12.542,0.0014126065145175228,22.072600367124124,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",35,219,2,"noise,0.4","cifar10,",noise/0.4
147,68.81,93.94,0.08515710930658292,3.1522614261772057,12.29,12.408,0.0031923981844340366,22.134457688197454,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",46,239,3,"noise,0.4","cifar10,",noise/0.4
148,67.84,93.94,28.995238774939427,2.7036228134662292,12.372,12.486,18.474565281587488,22.100865122607296,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",10,26,0,"noise,0.4","cifar10,",noise/0.4
149,75.85,93.94,158.2074480660354,2.1061223730256287,12.436,12.638,42.49223209585985,22.156070611665925,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",23,56,1,"noise,0.4","cifar10,",noise/0.4
150,77.05,93.94,49075.05853039705,1.9678571676906151,12.366,12.532,87.93571368751624,22.093024095306006,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",35,219,2,"noise,0.4","cifar10,",noise/0.4
151,61.98,93.94,31531.147352641143,2.4910344458833524,12.142,12.508,0.3225403573659375,22.250772617662044,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",46,239,3,"noise,0.4","cifar10,",noise/0.4
152,65.74,93.94,0.08197676239511635,2.8810708884951435,12.302,12.5,0.004544959840652964,22.08095330045656,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",10,26,0,"noise,0.4","cifar10,",noise/0.4
153,67.67,93.94,0.08273870460217513,3.1824586647975295,12.246,12.52,0.003951187289017432,22.108620016776083,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",23,56,1,"noise,0.4","cifar10,",noise/0.4
154,71.01,93.94,0.06891207175352905,2.4481186353707614,12.382,12.482,0.0020521528946826485,22.092124353589305,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",35,219,2,"noise,0.4","cifar10,",noise/0.4
155,73.44,93.94,0.06931088657318792,2.2239035820659203,12.3,12.45,0.0029417595044826457,22.13684691797437,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",46,239,3,"noise,0.4","cifar10,",noise/0.4
156,62.68,93.94,0.07119736009383504,3.5121316758892203,12.338,12.562,0.0013782730658926888,22.076286628118257,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",10,26,0,"noise,0.4","cifar10,",noise/0.4
157,65.77,93.94,0.0687809090919887,2.5745020772837384,12.246,12.578,0.00134506719672214,22.073788338000206,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",23,56,1,"noise,0.4","cifar10,",noise/0.4
158,63.06,93.94,0.0705125275291974,2.9826141641109802,12.446,12.582,0.0013694605484004597,22.08068403746466,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",35,219,2,"noise,0.4","cifar10,",noise/0.4
159,66.65,93.94,0.06910451478030108,2.5083482612537433,12.326,12.452,0.0013641596970069782,22.08856405565501,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",46,239,3,"noise,0.4","cifar10,",noise/0.4
160,16.59,93.94,0.19726561141919485,12.607888076878801,10.208,10.378,0.0010958641316131939,29.98415544026953,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",6,26,0,"noise,0.5","cifar10,",noise/0.5
161,15.95,93.94,0.21373542879201188,14.949884909617749,10.184,10.346,0.0011108315688536485,30.051991055383706,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",15,56,1,"noise,0.5","cifar10,",noise/0.5
162,16.68,93.94,0.1893072705480117,11.280782506435733,10.246,10.328,0.0011336230208425571,30.016620918917837,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",26,219,2,"noise,0.5","cifar10,",noise/0.5
163,21.29,93.94,0.18194640814503538,8.953512258167509,10.3,10.376,0.002018293308075089,30.019937676237063,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",55,239,3,"noise,0.5","cifar10,",noise/0.5
164,16.93,93.94,0.20289731270904782,12.826048162919056,10.226,10.372,0.0011051668637536963,30.012637043243174,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",6,26,0,"noise,0.5","cifar10,",noise/0.5
165,16.52,93.94,0.19483199112022978,13.332655073721197,10.222,10.372,0.0011661533938299225,30.05246374613184,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",15,56,1,"noise,0.5","cifar10,",noise/0.5
166,18.58,93.94,0.18246604483338852,10.691631232635885,10.25,10.346,0.0012529902125927893,30.035821080512708,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",26,219,2,"noise,0.5","cifar10,",noise/0.5
167,25.06,93.94,0.18932395192641246,6.482007117211064,10.23,10.402,0.003338149839254749,30.024323548807207,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",55,239,3,"noise,0.5","cifar10,",noise/0.5
168,20.47,93.94,131.43386377262163,9.721557134314429,10.202,10.332,100.94019089330493,30.030990556682774,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",6,26,0,"noise,0.5","cifar10,",noise/0.5
169,20.49,93.94,550.2435959441752,9.599963689152199,10.282,10.348,131.73083090233376,30.00834984059834,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",15,56,1,"noise,0.5","cifar10,",noise/0.5
170,24.18,93.94,50040.004589225675,7.615912479690358,10.228,10.372,173.48478425555217,30.066654985822986,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",26,219,2,"noise,0.5","cifar10,",noise/0.5
171,25.53,93.94,31539.656677910043,5.365058687668812,10.17,10.388,0.40995012844919854,30.100023976982097,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",55,239,3,"noise,0.5","cifar10,",noise/0.5
172,16.32,93.94,0.26348436670967296,9.984317550176307,10.198,10.378,0.015029657120004182,29.927814966577397,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",6,26,0,"noise,0.5","cifar10,",noise/0.5
173,19.92,93.94,0.21509689130360568,9.47453246539152,10.234,10.356,0.007507386943682685,30.019537781815394,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",15,56,1,"noise,0.5","cifar10,",noise/0.5
174,21.96,93.94,0.1877653259265272,9.716363303269013,10.224,10.33,0.0023512754349938364,30.07757027374814,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",26,219,2,"noise,0.5","cifar10,",noise/0.5
175,29.03,93.94,0.17641648348373704,6.229441709156278,10.214,10.36,0.003650567855785989,30.043163231266735,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",55,239,3,"noise,0.5","cifar10,",noise/0.5
176,20.03,93.94,0.1784047139219091,10.378841798516769,10.244,10.362,0.0010712380141979726,30.005352669054894,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",6,26,0,"noise,0.5","cifar10,",noise/0.5
177,17.47,93.94,0.19760538241531275,12.170085037810892,10.194,10.354,0.0010969180475606027,29.999083540933515,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",15,56,1,"noise,0.5","cifar10,",noise/0.5
178,18.24,93.94,0.18840540473974204,11.510990939562834,10.168,10.302,0.0010537077374148953,30.067181770149094,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",26,219,2,"noise,0.5","cifar10,",noise/0.5
179,19.4,93.94,0.1778147318695165,9.753222272365909,10.218,10.342,0.0010994851379000279,30.019075730267694,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",55,239,3,"noise,0.5","cifar10,",noise/0.5
180,32.6,93.94,0.13198496882296815,7.015907245346263,10.278,10.346,0.0006927965038284526,30.038799417598167,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",10,26,0,"noise,0.5","cifar10,",noise/0.5
181,46.36,93.94,0.11072444331042375,4.618462079687964,10.29,10.33,0.0007228628912990641,30.04607390869609,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",23,56,1,"noise,0.5","cifar10,",noise/0.5
182,39.09,93.94,0.1239070299116871,6.341505020479612,10.306,10.368,0.0007348427240250875,30.04842643054855,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",35,219,2,"noise,0.5","cifar10,",noise/0.5
183,59.64,93.94,0.09966549984639204,2.9101001175144052,10.284,10.356,0.0011788660005661552,30.070862762763372,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",46,239,3,"noise,0.5","cifar10,",noise/0.5
184,52.78,93.94,0.10115018449252165,3.444725703589524,10.23,10.31,0.0006883021236708164,30.064599503031776,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",10,26,0,"noise,0.5","cifar10,",noise/0.5
185,49.68,93.94,0.10478354669824431,4.0044173047512395,10.282,10.36,0.0007091268396560017,30.02470037943262,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",23,56,1,"noise,0.5","cifar10,",noise/0.5
186,34.39,93.94,0.13126801689968834,6.7806404331062415,10.312,10.396,0.0007576465928543578,30.066675991048594,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",35,219,2,"noise,0.5","cifar10,",noise/0.5
187,54.49,93.94,0.11854187040766583,2.9931474033790297,10.278,10.334,0.001960231760895485,30.07084449904654,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",46,239,3,"noise,0.5","cifar10,",noise/0.5
188,46.92,93.94,35.259119492542894,4.07376896882359,10.25,10.32,20.23903387220924,30.080925441459012,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",10,26,0,"noise,0.5","cifar10,",noise/0.5
189,60.78,93.94,189.19138133374952,3.2275763538819326,10.302,10.41,42.251193834387735,30.097498237629377,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",23,56,1,"noise,0.5","cifar10,",noise/0.5
190,66.63,93.94,49336.82570368127,2.427371382713318,10.316,10.396,72.64207173613332,30.089169114447007,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",35,219,2,"noise,0.5","cifar10,",noise/0.5
191,45.23,93.94,31541.90070782432,4.388611386093912,10.294,10.39,0.24303614239558538,30.095564288556425,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",46,239,3,"noise,0.5","cifar10,",noise/0.5
192,53.52,93.94,0.11373371347973618,3.0840837864936153,10.272,10.326,0.003713223761628808,30.05325691047532,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",10,26,0,"noise,0.5","cifar10,",noise/0.5
193,42.06,93.94,0.13316012786913523,5.106021431427967,10.27,10.344,0.0030637063357569373,30.067552595797096,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",23,56,1,"noise,0.5","cifar10,",noise/0.5
194,59.71,93.94,0.09444875939737392,3.3317954540252686,10.308,10.352,0.0012652222016502333,30.054391441442778,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",35,219,2,"noise,0.5","cifar10,",noise/0.5
195,59.56,93.94,0.10956169730877574,3.0284067105643357,10.324,10.364,0.002126837918913597,30.052328470722795,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",46,239,3,"noise,0.5","cifar10,",noise/0.5
196,33.0,93.94,0.1303821690852129,7.708730275117898,10.322,10.4,0.0006909019157738255,30.026781716310154,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",10,26,0,"noise,0.5","cifar10,",noise/0.5
197,48.33,93.94,0.10705226131632359,4.577946982806242,10.29,10.324,0.0006888783992389622,30.042275645848736,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",23,56,1,"noise,0.5","cifar10,",noise/0.5
198,41.34,93.94,0.11562053481989269,5.216753217238415,10.264,10.338,0.0006998707730885204,30.03138917791264,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",35,219,2,"noise,0.5","cifar10,",noise/0.5
199,34.37,93.94,0.12813831563991837,6.665043571327306,10.29,10.376,0.0007030042727231322,30.017682243795957,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",46,239,3,"noise,0.5","cifar10,",noise/0.5
200,15.87,93.94,0.21869598838347423,14.11007278780394,10.012,10.03,0.0005922209942038111,35.384004602651764,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",6,26,0,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
