,test_acc,test_teacher/acc,test_loss,test_eval,train_acc,train_teacher/acc,train_loss,train_eval,epoch,lr,resume,epochs,pre,train_batch_size,test_batch_size,student,teacher,distillation,last_layer,student_layer,teacher_layer,layer,transform,dataset,exp_name
294,10.18,93.94,0.2516615339849569,17.48757755907276,10.004,10.014,0.0012028713381904014,39.66667509932652,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",26,219,2,"noise,0.8","cifar10,",noise/0.8
295,10.56,93.94,0.24033169071131114,13.297543899922431,10.01,10.01,0.002477563803901186,39.66071454216452,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",55,239,3,"noise,0.8","cifar10,",noise/0.8
296,10.0,93.94,0.2475235126441038,18.50949041149284,10.008,10.014,0.0003311229942892285,39.64883005283678,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",6,26,0,"noise,0.8","cifar10,",noise/0.8
297,10.01,93.94,0.28889152935788603,23.012041912803166,10.004,10.012,0.00033675422402940774,39.64940310622115,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",15,56,1,"noise,0.8","cifar10,",noise/0.8
298,10.01,93.94,0.2854934877987149,23.26353464247305,10.006,10.01,0.0003343013242063353,39.61069746090628,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",26,219,2,"noise,0.8","cifar10,",noise/0.8
299,10.04,93.94,0.2675288496892663,20.362621693671503,10.004,10.026,0.0003343586501179506,39.64228082251976,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",55,239,3,"noise,0.8","cifar10,",noise/0.8
300,20.16,93.94,0.16222271681586398,8.074425274812722,10.006,10.012,0.00021428268351752903,39.663972488754546,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",10,26,0,"noise,0.8","cifar10,",noise/0.8
301,14.25,93.94,0.1994459629058838,13.045379831821103,10.004,10.004,0.00022947169115940762,39.712307405593755,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",23,56,1,"noise,0.8","cifar10,",noise/0.8
302,14.16,93.94,0.16871880975705159,9.306641053549852,10.004,10.012,0.00023745225913360564,39.70292854796895,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",35,219,2,"noise,0.8","cifar10,",noise/0.8
303,25.46,93.94,0.18342818319797516,9.361680230007895,10.004,10.012,0.0005156254568381373,39.725649206839556,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",46,239,3,"noise,0.8","cifar10,",noise/0.8
304,16.11,93.94,0.16592636761031573,8.697826150097425,10.002,10.004,0.000215553244992095,39.681165641531,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",10,26,0,"noise,0.8","cifar10,",noise/0.8
305,15.57,93.94,0.19299896476389486,12.272073431860042,10.0,9.998,0.0002338417350267515,39.70946217802784,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",23,56,1,"noise,0.8","cifar10,",noise/0.8
306,15.41,93.94,0.17746878934057453,9.892650302452378,10.004,10.012,0.0002716917556066238,39.703390380000826,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",35,219,2,"noise,0.8","cifar10,",noise/0.8
307,25.98,93.94,0.19811959545823593,7.764855789232858,10.002,10.008,0.0008728763758790825,39.72603281318684,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",46,239,3,"noise,0.8","cifar10,",noise/0.8
308,21.93,93.94,54.533476769169674,8.392693791208387,10.01,10.01,24.707745608161478,39.72156152944736,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",10,26,0,"noise,0.8","cifar10,",noise/0.8
309,24.06,93.94,293.2484204256082,6.899898191041585,10.004,10.014,41.05255323053931,39.751326675610166,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",23,56,1,"noise,0.8","cifar10,",noise/0.8
310,38.03,93.94,49776.57527566258,5.900063665607307,10.01,10.014,58.292081876788906,39.77263763310659,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",35,219,2,"noise,0.8","cifar10,",noise/0.8
311,26.41,93.94,31540.008038665674,8.39639270758327,10.01,10.012,0.15732093124895755,39.7760278355435,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",46,239,3,"noise,0.8","cifar10,",noise/0.8
312,13.69,93.94,0.2184243487029136,12.265374413019494,10.014,10.016,0.002897811645660978,39.69036949138202,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",10,26,0,"noise,0.8","cifar10,",noise/0.8
313,12.8,93.94,0.22732691014114814,12.65265930755229,10.006,10.012,0.002355998155691892,39.723808532480696,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",23,56,1,"noise,0.8","cifar10,",noise/0.8
314,26.01,93.94,0.16367846218091023,6.858039077324204,10.01,10.012,0.0005834901867948873,39.71593599246286,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",35,219,2,"noise,0.8","cifar10,",noise/0.8
315,27.58,93.94,0.18071985810617858,7.507918333705468,10.01,10.012,0.0013939520612697277,39.74095183077371,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",46,239,3,"noise,0.8","cifar10,",noise/0.8
316,14.42,93.94,0.18521413508849807,11.149770615976069,10.002,10.008,0.00022133687169283934,39.67485640542891,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",10,26,0,"noise,0.8","cifar10,",noise/0.8
317,13.96,93.94,0.2112215847908696,14.240925813023049,10.004,10.01,0.00021380363718506492,39.67045839119445,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",23,56,1,"noise,0.8","cifar10,",noise/0.8
318,14.17,93.94,0.19991314882719063,13.361736201032807,10.002,10.006,0.00022196873349299574,39.69242173021712,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",35,219,2,"noise,0.8","cifar10,",noise/0.8
319,11.77,93.94,0.19050516452215896,12.690232952938803,10.006,10.012,0.00021525747783611887,39.66866896646407,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",46,239,3,"noise,0.8","cifar10,",noise/0.8
320,10.0,93.94,0.30475650369366514,25.90329010878937,10.006,10.008,0.0003498857936915963,39.58686040307555,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",6,26,0,"noise,0.9","cifar10,",noise/0.9
321,10.0,93.94,0.31493778998338723,26.31719741338416,10.006,10.012,0.0003816255856135055,39.598985013449585,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",15,56,1,"noise,0.9","cifar10,",noise/0.9
322,10.0,93.94,0.3586700871775422,29.944354262533068,10.004,10.022,0.00040464301113053545,39.60020711171963,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",26,219,2,"noise,0.9","cifar10,",noise/0.9
323,10.0,93.94,0.3166424760335608,24.72480078588558,9.996,10.008,0.0008551770240030326,39.61622999147381,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",55,239,3,"noise,0.9","cifar10,",noise/0.9
324,10.07,93.94,0.22076042656657063,15.825662250760235,10.006,10.01,0.0003644219991040018,39.60402472610669,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",6,26,0,"noise,0.9","cifar10,",noise/0.9
325,10.0,93.94,0.3564978302279605,30.333113682420947,10.002,10.012,0.0004082067609530018,39.60073747171465,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",15,56,1,"noise,0.9","cifar10,",noise/0.9
326,10.0,93.94,0.29058110676234283,24.11028811297839,10.01,10.012,0.0005186570456514702,39.60770624068082,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",26,219,2,"noise,0.9","cifar10,",noise/0.9
327,10.01,93.94,0.33993694488006304,23.031551433514945,10.012,10.024,0.0014267460180475088,39.61086694663748,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",55,239,3,"noise,0.9","cifar10,",noise/0.9
328,10.01,93.94,176.05643125123615,30.114969977849647,10.008,10.018,123.63421976230943,39.5984316384396,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",6,26,0,"noise,0.9","cifar10,",noise/0.9
329,10.0,93.94,721.8918874233584,26.625269877759717,10.01,10.014,126.7116831513622,39.61051867746026,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",15,56,1,"noise,0.9","cifar10,",noise/0.9
330,10.01,93.94,50623.852375271956,18.997389564031288,10.002,10.006,142.63782089506574,39.617774807278764,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",26,219,2,"noise,0.9","cifar10,",noise/0.9
331,10.05,93.94,31534.232800290556,25.844113289555416,10.0,10.006,0.25118262452237744,39.65506024372852,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",55,239,3,"noise,0.9","cifar10,",noise/0.9
332,10.0,93.94,0.3766482098947597,24.613170503061028,10.002,10.006,0.013164302589052625,39.5149388520614,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",6,26,0,"noise,0.9","cifar10,",noise/0.9
333,10.0,93.94,0.4421259772173966,33.509883277023896,10.002,10.008,0.0057852686528126,39.589932395369196,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",15,56,1,"noise,0.9","cifar10,",noise/0.9
334,10.05,93.94,0.29605103897143015,22.400288352483436,10.006,10.008,0.0011459546800240722,39.615559795018655,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",26,219,2,"noise,0.9","cifar10,",noise/0.9
335,10.01,93.94,0.3179623431797269,21.324707586554034,10.004,10.016,0.002414960302817433,39.638577473438,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",55,239,3,"noise,0.9","cifar10,",noise/0.9
336,10.0,93.94,0.36885094680363617,31.16592585889599,10.0,10.008,0.00033712059495669296,39.564078230991996,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",6,26,0,"noise,0.9","cifar10,",noise/0.9
337,10.0,93.94,0.3594903338559066,30.05151116093503,9.998,10.012,0.00033661441998365706,39.63410310672067,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",15,56,1,"noise,0.9","cifar10,",noise/0.9
338,10.01,93.94,0.26764434500585627,21.182892111283316,10.006,10.014,0.0003414269655233111,39.5513283419792,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",26,219,2,"noise,0.9","cifar10,",noise/0.9
339,10.0,93.94,0.2667253549340405,21.451155384884604,10.01,10.014,0.0003355130861180446,39.575293753153225,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",55,239,3,"noise,0.9","cifar10,",noise/0.9
340,12.0,93.94,0.20107173485846458,13.91963170449945,10.004,10.01,0.00021837401626449403,39.62686101615886,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",10,26,0,"noise,0.9","cifar10,",noise/0.9
341,14.33,93.94,0.1817174812283697,11.321256359921225,10.004,10.004,0.00022961398499691502,39.655915565198036,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",23,56,1,"noise,0.9","cifar10,",noise/0.9
342,13.85,93.94,0.2126872294311282,14.59972058066839,10.008,10.006,0.00022580792781000104,39.6611819645328,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",35,219,2,"noise,0.9","cifar10,",noise/0.9
343,20.73,93.94,0.18390984757791592,9.054695195789579,10.004,10.014,0.0004848532708864326,39.692307133199,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",46,239,3,"noise,0.9","cifar10,",noise/0.9
344,14.13,93.94,0.18579815346983414,11.037410446360141,10.008,10.01,0.00021873226044955604,39.6309692402325,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",10,26,0,"noise,0.9","cifar10,",noise/0.9
345,12.17,93.94,0.1794108608855477,10.3039914867546,10.006,10.006,0.00023993693654338503,39.67843516708335,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",23,56,1,"noise,0.9","cifar10,",noise/0.9
346,13.6,93.94,0.20012164908119395,12.731708164456524,10.012,10.01,0.0002733952586662353,39.68639216703527,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",35,219,2,"noise,0.9","cifar10,",noise/0.9
347,18.07,93.94,0.2196185141801834,11.99059596242784,10.006,10.016,0.0008177650485621274,39.66969838837529,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",46,239,3,"noise,0.9","cifar10,",noise/0.9
348,15.52,93.94,68.15059294881699,14.045386905911602,10.006,10.008,26.520891594459943,39.68392218470269,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",10,26,0,"noise,0.9","cifar10,",noise/0.9
349,26.73,93.94,321.0936379734474,6.1735582774198505,10.016,10.016,40.3854657146327,39.69242707664704,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",23,56,1,"noise,0.9","cifar10,",noise/0.9
350,33.19,93.94,49947.891737539554,5.2726517930815495,10.012,10.014,56.882251837064544,39.695352510418125,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",35,219,2,"noise,0.9","cifar10,",noise/0.9
351,16.55,93.94,31542.180482490152,9.025916823857948,10.008,10.008,0.13996895513190027,39.7051899414843,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",46,239,3,"noise,0.9","cifar10,",noise/0.9
352,12.72,93.94,0.2503110047759889,14.636217213884185,10.01,10.014,0.0028118994450220445,39.636014123706865,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",10,26,0,"noise,0.9","cifar10,",noise/0.9
353,10.83,93.94,0.27277443227888665,16.94116060039665,10.01,10.012,0.002271807704911665,39.640813686048894,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",23,56,1,"noise,0.9","cifar10,",noise/0.9
354,16.38,93.94,0.18572429388384276,9.159885575499716,10.002,10.004,0.0005748991938153058,39.67454293682752,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",35,219,2,"noise,0.9","cifar10,",noise/0.9
355,25.26,93.94,0.19551824089847034,8.057845906366277,10.016,10.016,0.0013357148031749384,39.65344256818142,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",46,239,3,"noise,0.9","cifar10,",noise/0.9
356,10.5,93.94,0.260809655619573,20.729377963874914,10.0,10.002,0.00020939539427972635,39.637582569171094,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",10,26,0,"noise,0.9","cifar10,",noise/0.9
357,11.07,93.94,0.19604780723022508,13.306752518762517,10.006,10.008,0.0002054800160343537,39.61746456799909,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",23,56,1,"noise,0.9","cifar10,",noise/0.9
358,10.4,93.94,0.23615831910054894,18.156250241436535,10.008,10.01,0.0002112878437982896,39.66685530718635,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",35,219,2,"noise,0.9","cifar10,",noise/0.9
359,14.6,93.94,0.20990409937840473,14.025168793110907,10.006,10.002,0.00021217728897546896,39.6309559424515,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",46,239,3,"noise,0.9","cifar10,",noise/0.9
360,10.0,93.94,0.3486312027973465,29.58713574952717,10.014,10.016,0.0003819662358259301,38.694756724950295,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",6,26,0,"noise,1.0","cifar10,",noise/1.0
361,10.0,93.94,0.36789746676819235,31.53854345973534,10.008,10.028,0.0003970720550066808,38.67605035689176,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",15,56,1,"noise,1.0","cifar10,",noise/1.0
362,10.0,93.94,0.3252345753621452,27.19525747661349,10.006,10.01,0.00042001631773670045,38.68168077200575,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",26,219,2,"noise,1.0","cifar10,",noise/1.0
363,10.01,93.94,0.35266355623172807,28.273345150525056,10.01,10.008,0.0008595362372632088,38.71657835431111,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",55,239,3,"noise,1.0","cifar10,",noise/1.0
364,10.0,93.94,0.30245438067218927,25.183069929291932,10.004,10.014,0.00039034063087912073,38.673802075788494,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",6,26,0,"noise,1.0","cifar10,",noise/1.0
365,10.0,93.94,0.3254682142523271,27.42235188544551,10.01,10.014,0.00043338825835374746,38.679837502481995,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",15,56,1,"noise,1.0","cifar10,",noise/1.0
366,10.0,93.94,0.2771593460553809,21.68326942830146,10.01,10.016,0.0005585420177058528,38.686060039588554,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",26,219,2,"noise,1.0","cifar10,",noise/1.0
367,10.08,93.94,0.3512734510476076,24.242971758299237,10.008,10.008,0.0013889962568512315,38.68676837813824,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",55,239,3,"noise,1.0","cifar10,",noise/1.0
368,10.0,93.94,190.14942796924447,33.20493756064886,10.014,10.018,130.72219438869934,38.68464178685337,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",6,26,0,"noise,1.0","cifar10,",noise/1.0
369,10.0,93.94,844.6621371884889,37.15962378586395,10.014,10.026,124.50014273406904,38.70974766567845,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",15,56,1,"noise,1.0","cifar10,",noise/1.0
370,10.0,93.94,51615.50958329213,33.01491775995569,10.006,10.006,142.04876759716922,38.710410788845834,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",26,219,2,"noise,1.0","cifar10,",noise/1.0
371,10.0,93.94,31529.392214280142,28.92506872249555,9.998,10.024,0.23393301913500442,38.71141262005662,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",55,239,3,"noise,1.0","cifar10,",noise/1.0
372,10.0,93.94,0.5619487355027017,42.12055172497713,10.022,10.032,0.012813138818401662,38.60974762079966,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",6,26,0,"noise,1.0","cifar10,",noise/1.0
373,10.0,93.94,0.4455509770520126,33.541179415545884,10.012,10.022,0.005677180246823965,38.69517597091168,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",15,56,1,"noise,1.0","cifar10,",noise/1.0
374,10.01,93.94,0.380360942852648,31.145486324648314,10.004,10.016,0.0011888838246883944,38.703705516922504,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",26,219,2,"noise,1.0","cifar10,",noise/1.0
375,10.0,93.94,0.42266728681854054,33.210148243964476,10.006,10.006,0.0023541344928762415,38.711296930337504,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",55,239,3,"noise,1.0","cifar10,",noise/1.0
376,10.0,93.94,0.2993848229510875,24.714632686180405,9.996,10.012,0.00035581767727719746,38.64631405023053,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",6,26,0,"noise,1.0","cifar10,",noise/1.0
377,10.0,93.94,0.40180557928507843,34.257684997365445,9.994,10.008,0.0003703873056848117,38.67016515707421,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",15,56,1,"noise,1.0","cifar10,",noise/1.0
378,10.0,93.94,0.3190366557881802,27.048091164118127,10.002,10.01,0.0003620625561093697,38.67574948362073,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",26,219,2,"noise,1.0","cifar10,",noise/1.0
379,10.0,93.94,0.4064017149466502,34.88723489302623,10.012,10.012,0.00036417138315421646,38.65336793280014,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",55,239,3,"noise,1.0","cifar10,",noise/1.0
380,11.32,93.94,0.21994168056717403,16.174516267414333,10.004,10.012,0.00022909590313324222,38.731351535338575,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",10,26,0,"noise,1.0","cifar10,",noise/1.0
381,12.62,93.94,0.23423160442823096,16.71289615389667,10.008,10.02,0.00024161361130502294,38.754685053130245,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",23,56,1,"noise,1.0","cifar10,",noise/1.0
382,10.11,93.94,0.24933138112478617,20.273741009869152,10.01,10.024,0.0002476657084111944,38.73216742200925,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",35,219,2,"noise,1.0","cifar10,",noise/1.0
383,16.14,93.94,0.19142659725267677,9.847792927222915,10.016,10.02,0.00047769463572548725,38.78789326114118,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",46,239,3,"noise,1.0","cifar10,",noise/1.0
384,11.5,93.94,0.20351976514617098,14.068560238125958,10.002,10.012,0.00023586402436250303,38.738142564778435,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",10,26,0,"noise,1.0","cifar10,",noise/1.0
385,11.0,93.94,0.216651808423332,15.135891274560857,10.014,10.018,0.0002479550402338767,38.7615702012006,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",23,56,1,"noise,1.0","cifar10,",noise/1.0
386,16.76,93.94,0.19316774757602548,11.494642474983312,10.012,10.022,0.0002753994209677591,38.76300603959262,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",35,219,2,"noise,1.0","cifar10,",noise/1.0
387,20.54,93.94,0.2050757964577856,8.521467281293265,10.008,10.014,0.0007835688961781752,38.759711194831084,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",46,239,3,"noise,1.0","cifar10,",noise/1.0
388,14.0,93.94,68.88547960112366,14.903123662441592,10.01,10.02,27.630097942888888,38.747300745581114,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",10,26,0,"noise,1.0","cifar10,",noise/1.0
389,17.03,93.94,361.27610334565367,9.464411711391014,10.004,10.008,39.74005591351053,38.76858564410978,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",23,56,1,"noise,1.0","cifar10,",noise/1.0
390,26.94,93.94,50048.97389240506,6.762186436713496,10.01,10.02,55.31285924496858,38.786768071791705,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",35,219,2,"noise,1.0","cifar10,",noise/1.0
391,19.28,93.94,31534.00586142721,9.133370815953121,10.01,10.016,0.12939699037986643,38.77018306566321,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",46,239,3,"noise,1.0","cifar10,",noise/1.0
392,10.02,93.94,0.2605798191662076,16.776104758057414,10.008,10.014,0.0027368497645334743,38.75219492412284,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",10,26,0,"noise,1.0","cifar10,",noise/1.0
393,10.37,93.94,0.2937672383423093,19.892251268217834,10.01,10.02,0.002190815122283595,38.73555894641925,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",23,56,1,"noise,1.0","cifar10,",noise/1.0
394,13.06,93.94,0.19673678090300742,10.60609346703638,10.014,10.018,0.0005783529385276463,38.79048525524871,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",35,219,2,"noise,1.0","cifar10,",noise/1.0
395,23.46,93.94,0.20105481166628342,8.428604059581515,10.01,10.006,0.0013115839172831124,38.780302891645896,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",46,239,3,"noise,1.0","cifar10,",noise/1.0
396,13.06,93.94,0.18732311680347105,10.875331625153747,10.002,10.006,0.00022621459373489708,38.7461956443689,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",10,26,0,"noise,1.0","cifar10,",noise/1.0
397,10.15,93.94,0.2547303247678129,20.034711958486824,10.006,10.014,0.00023229623029855272,38.742674786111586,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",23,56,1,"noise,1.0","cifar10,",noise/1.0
398,10.91,93.94,0.2558385054521923,18.802161132233053,10.012,10.018,0.00023219991504224233,38.73574291531692,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",35,219,2,"noise,1.0","cifar10,",noise/1.0
399,10.87,93.94,0.2415717466722561,19.20221391508851,10.002,10.002,0.00022914266435440173,38.782803489119196,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",46,239,3,"noise,1.0","cifar10,",noise/1.0
